Date,Price,Open,High,Low,Vol.,Change %
09/01/1991,2498.64,2474.39,2510.03,2441.95,,0.79%
08/01/1991,2479.07,2428.00,2479.07,2404.39,,1.54%
07/01/1991,2441.43,2332.25,2441.43,2326.30,,5.11%
06/01/1991,2322.83,2383.26,2383.26,2298.48,,-2.37%
05/01/1991,2379.17,2400.09,2431.05,2376.29,,-0.05%
04/01/1991,2380.39,2314.28,2422.57,2314.28,,2.27%
03/01/1991,2327.67,2256.48,2362.69,2256.48,,3.76%
02/01/1991,2243.23,2198.44,2280.50,2148.27,,1.39%
01/01/1991,2212.46,2346.03,2591.45,2096.34,,-9.39%
12/01/1990,2441.68,2449.49,2502.15,2283.57,,-1.96%
11/01/1990,2490.60,2673.35,2701.81,2458.15,,-6.56%
10/01/1990,2665.57,2735.24,2864.40,2436.64,,-6.05%
09/01/1990,2837.27,2422.10,2839.01,2422.10,,22.94%
08/01/1990,2307.85,2005.47,2589.67,2005.47,,16.59%
07/01/1990,1979.47,1832.55,1979.47,1806.72,,8.25%
