Date,Price,Open,High,Low,Vol.,Change %
08/01/2002,565.8,521,578,516,18.26K,7.85%
07/01/2002,524.6,532,538,519,1.40K,-2.36%
06/01/2002,537.3,544,572,538,15.99K,-1.58%
05/01/2002,545.9,547,553,542,1.85K,-0.53%
04/01/2002,548.8,521.7,565,517,0.52K,5.19%
03/01/2002,521.7,489,527,487,15.24K,6.93%
02/01/2002,487.9,445.2,499.5,445.2,12.60K,8.86%
01/01/2002,448.2,490,490,446.2,3.34K,-9.09%
12/01/2001,493,443,491,442.5,13.07K,9.73%
11/01/2001,449.3,410.5,450,410,9.93K,8.92%
10/01/2001,412.5,420.5,466,406,1.94K,-4.80%
09/01/2001,433.3,446.8,498,429,9.83K,-2.19%
08/01/2001,443,474,484,420.1,11.36K,-6.62%
07/01/2001,474.4,561,564,467.8,2.35K,-15.30%
06/01/2001,560.1,602,605.9,557.5,15.77K,-7.13%
05/01/2001,603.1,596,639,596,14.61K,1.36%
04/01/2001,595,554,625,548,1.76K,7.21%
03/01/2001,555,610,610,554.5,20.43K,-9.02%
02/01/2001,610,601,614.1,588.5,12.01K,1.48%
01/01/2001,601.1,603,639,597.2,4.10K,-1.39%
12/01/2000,609.6,611,622,607,1.81K,1.60%
11/01/2000,600,578.1,604,574,11.11K,3.79%
10/01/2000,578.1,575,600,564,1.93K,-0.12%
09/01/2000,578.8,592.9,614,560,21.56K,-1.35%
08/01/2000,586.7,579.5,602,559,10.73K,1.22%
07/01/2000,579.6,560.1,595,539,2.91K,2.49%
06/01/2000,565.5,536.5,574.9,525,30.56K,4.84%
05/01/2000,539.4,509.9,555,460.1,21.51K,8.16%
04/01/2000,498.7,489.2,800,433.1,7.20K,0.46%
03/01/2000,496.4,468,498,445,9.97K,5.24%
02/01/2000,471.7,453,523,450.1,12.71K,3.67%
01/01/2000,455,428,459.9,408,6.46K,5.76%
12/01/1999,430.2,418.8,435,403.7,24.38K,2.72%
11/01/1999,418.8,401.2,434,395.5,28.78K,4.39%
10/01/1999,401.2,393,435,392,4.31K,3.16%
09/01/1999,388.9,350.5,420,346.5,62.68K,10.99%
08/01/1999,350.4,343.5,360,342.5,33.36K,2.01%
07/01/1999,343.5,352,362,341,5.42K,-2.14%
06/01/1999,351,364,370.4,341.5,50.92K,-3.94%
05/01/1999,365.4,355.7,366.5,346.2,24.89K,3.07%
04/01/1999,354.5,358,366,346,11.02K,-1.28%
03/01/1999,359.1,381.5,382.2,355,40.52K,-5.92%
02/01/1999,381.7,348,388,347,50.05K,10.03%
01/01/1999,346.9,363.8,365,342.2,11.87K,-4.83%
12/01/1998,364.5,355,366,341.5,35.29K,2.59%
11/01/1998,355.3,337.1,364.4,336,39.71K,5.62%
10/01/1998,336.4,354,356,332,5.83K,-4.81%
09/01/1998,353.4,361.9,373,346,15.59K,-1.70%
08/01/1998,359.5,376.1,388,349.1,26.60K,-4.79%
07/01/1998,377.6,365.3,405,362,3.51K,4.42%
06/01/1998,361.6,370.5,370.5,351.5,11.04K,-1.79%
05/01/1998,368.2,400.2,410,358.5,33.72K,-8.04%
04/01/1998,400.4,407,440,396,8.04K,-1.98%
03/01/1998,408.5,385.5,423.5,378.1,46.39K,6.49%
02/01/1998,383.6,388.5,407,369.5,34.11K,-1.16%
01/01/1998,388.1,370,395.5,355.5,6.60K,4.67%
12/01/1997,370.8,381,389,339.5,25.10K,-3.26%
11/01/1997,383.3,407.2,408.5,373,15.55K,-5.17%
10/01/1997,404.2,432,437,401.5,6.43K,-6.54%
09/01/1997,432.5,409.7,442,404,39.08K,6.08%
08/01/1997,407.7,428,466,399,16.47K,-4.18%
07/01/1997,425.5,421,436.1,398,8.16K,2.33%
06/01/1997,415.8,415,419.4,410,4.27K,4.81%
05/01/1997,396.7,403,403,403,0.01K,4.75%
04/01/1997,378.7,370,379.8,362,1.14K,2.68%
03/01/1997,368.8,394,396.5,367,60.00K,-6.96%
02/01/1997,396.4,352.5,415,352.5,53.41K,12.45%
01/01/1997,352.5,369,369,351,9.10K,-4.55%
12/01/1996,369.3,378,379.3,369,49.04K,-2.79%
11/01/1996,379.9,384.5,393.8,379.5,35.52K,-1.07%
10/01/1996,384,384,391.5,383.1,7.85K,-0.16%
09/01/1996,384.6,399.5,400,383.5,52.89K,-3.58%
08/01/1996,398.9,407.5,412,397.1,46.59K,-2.04%
07/01/1996,407.2,390,407.8,386,7.89K,4.60%
06/01/1996,389.3,403.5,404.5,388.5,47.90K,-3.50%
05/01/1996,403.4,404,411.5,397.1,42.69K,-0.05%
04/01/1996,403.6,401.4,415.5,401.4,6.68K,-0.54%
03/01/1996,405.8,415,418.5,404.5,47.98K,-2.03%
02/01/1996,414.2,425,436.9,408.5,33.98K,-2.08%
01/01/1996,423,398.5,424.5,398,9.26K,6.23%
12/01/1995,398.2,411,419.5,397,45.69K,-3.61%
11/01/1995,413.1,407.8,425,404,50.92K,0.61%
10/01/1995,410.6,420.5,421,402.5,6.81K,-3.09%
09/01/1995,423.7,430,444.9,419.5,41.50K,-1.07%
08/01/1995,428.3,419.5,434.5,417.5,9.25K,1.76%
07/01/1995,420.9,430,444,419.1,11.28K,-3.02%
06/01/1995,434,431,445,428,46.26K,0.32%
05/01/1995,432.6,443,462,422.5,54.33K,-2.37%
04/01/1995,443.1,441,463,432.5,9.48K,0.89%
03/01/1995,439.2,424,441.5,398,77.01K,6.71%
02/01/1995,411.6,412,419.5,405,34.15K,-1.01%
01/01/1995,415.8,413.5,420,401,8.24K,0.27%
12/01/1994,414.7,399,419.4,398,13.47K,2.57%
11/01/1994,404.3,411.5,412,403,11.33K,-3.44%
10/01/1994,418.7,416.5,426.5,413.5,1.24K,0.07%
09/01/1994,418.4,433,421,415.5,6.16K,1.01%
08/01/1994,414.2,421,429,408,11.83K,-2.93%
07/01/1994,426.7,408.5,435.4,399,15.63K,5.62%
06/01/1994,404,394.5,405,396,7.48K,-0.05%
05/01/1994,404.2,386,408,389,39.26K,0.47%
04/01/1994,402.3,418,420,388.5,7.89K,-4.94%
03/01/1994,423.2,394,425,385.8,48.31K,6.41%
02/01/1994,397.7,371.5,409,387.5,57.17K,3.03%
01/01/1994,386,365,399,379,7.73K,-2.25%
12/01/1993,394.9,372,395,372,2.72K,7.63%
